Sample.Num.Overall,Sample.Num.Spp,Year.1,Year.2,L.grid.SI.Dur.days,L.grid.SI.Area.1,L.grid.SI.Area.2,Location,Spp,Stage,ID.I,ID.2,ID.3,Island,Date.E1,JulianDate.E1,Date.E1.RelNov1,Date.Sample,JulianDate.Sample,Use.Ad.Data,delta.15.N,delta.13.C
195,43,20082009,2,117,60532.056,47148.46,PAL,CHPE,AD 1E,N75,A1,N75A1,DRE,11/14/08,2008319,14,11/14/08,2008319,Yes,10,-24.9
196,44,20082009,2,117,60532.056,47148.46,PAL,CHPE,AD 1E,N75,A2,N75A2,DRE,11/14/08,2008319,14,11/14/08,2008319,Yes,9.4,-24.7
197,45,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N86,A1,N86A1,DRE,11/17/09,2009321,17,11/17/09,2009321,Yes,9.4,-24.2
198,46,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N86,A2,N86A2,DRE,11/17/09,2009321,17,11/17/09,2009321,Yes,9.5,-24.4
199,47,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N87,A1,N87A1,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,9.5,-24.5
200,48,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N87,A2,N87A2,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,9.3,-24.5
201,49,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N88,A1,N88A1,DRE,11/23/09,2009327,23,11/23/09,2009327,Yes,9.7,-24.4
202,50,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N88,A2,N88A2,DRE,11/23/09,2009327,23,11/23/09,2009327,Yes,9.3,-24.4
203,51,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N90,A1,N90A1,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,9.5,-24.5
204,52,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N90,A2,N90A2,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,9.4,-24.4
205,53,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N92,A1,N92A1,DRE,11/23/09,2009327,23,11/23/09,2009327,Yes,9.4,-24.8
206,54,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N92,A2,N92A2,DRE,11/23/09,2009327,23,11/23/09,2009327,Yes,9.9,-24.6
207,55,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N93,A1,N93A1,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,9.6,-24.6
208,56,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N93,A2,N93A2,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,9.8,-24.6
209,57,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N94,A1,N94A1,DRE,11/21/09,2009325,21,11/23/09,2009327,Yes,9.6,-24.8
210,58,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N94,A2,N94A2,DRE,11/21/09,2009325,21,11/23/09,2009327,Yes,9.9,-24.6
211,59,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N95,A1,N95A1,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,9.7,-24.4
212,60,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N95,A2,N95A2,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,9.5,-24.7
213,61,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N96,A1,N96A1,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,.,-23.8
214,62,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N96,A2,N96A2,DRE,11/27/09,2009331,27,11/27/09,2009331,Yes,9.7,-24.5
215,63,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N98,A1,N98A1,DRE,11/19/09,2009323,19,11/19/09,2009323,Yes,9.3,-24.3
216,64,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N98,A2,N98A2,DRE,11/19/09,2009323,19,11/19/09,2009323,Yes,9.7,-24.5
219,67,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N100,A1,N100A1,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,10,-24.7
220,68,20092010,3,168,80582.44,157486.72,PAL,CHPE,AD 1E,N100,A2,N100A2,DRE,11/21/09,2009325,21,11/21/09,2009325,Yes,9.4,-24.3
221,1,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N31,A1,N31A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8,-25.5
222,2,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N31,A2,N31A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.1,-25.4
223,3,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N32,A1,N32A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.1,-25.5
224,4,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N32,A2,N32A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.3,-25.4
225,5,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N33,A1,N33A1,BIS,11/18/07,2007322,18,11/18/07,2007322,Yes,8.2,-25.5
226,6,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N33,A2,N33A2,BIS,11/18/07,2007322,18,11/18/07,2007322,Yes,8,-25.3
227,7,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N34,A1,N34A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.2,-25.5
228,8,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N34,A2,N34A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.2,-25.4
229,9,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N35,A1,N35A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.1,-25.3
230,10,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N35,A2,N35A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.2,-25.4
233,13,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N37,A1,N37A1,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.8,-25.4
234,14,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N37,A2,N37A2,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.8,-25.5
235,15,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N38,A1,N38A1,BIS,12/3/07,2007337,33,12/3/07,2007337,Yes,7.8,-25.6
236,16,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N38,A2,N38A2,BIS,12/3/07,2007337,33,12/3/07,2007337,Yes,8.1,-25.5
237,17,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N39,A1,N39A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,7.6,-25.5
238,18,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N39,A2,N39A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,8.3,-25
239,19,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N40,A1,N40A1,BIS,11/27/07,2007331,27,11/27/07,2007331,Yes,7.8,-25.4
240,20,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N40,A2,N40A2,BIS,11/27/07,2007331,27,11/27/07,2007331,Yes,8,-25.4
241,21,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N41,A1,N41A1,BIS,11/27/07,2007331,27,11/27/07,2007331,Yes,7.9,-25.4
242,22,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N41,A2,N41A2,BIS,11/27/07,2007331,27,11/27/07,2007331,Yes,7.6,-25.5
243,23,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N42,A1,N42A1,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,7.9,-25.4
244,24,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N42,A2,N42A2,BIS,11/27/07,2007331,26,11/27/07,2007331,Yes,7.9,-25.4
245,25,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N44,A1,N44A1,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.7,-25.4
246,26,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N44,A2,N44A2,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.8,-25.4
247,27,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N46,A1,N46A1,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,8,-25.7
248,28,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N46,A2,N46A2,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.9,-25.5
249,29,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N47,A1,N47A1,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.7,-25.5
250,30,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N47,A2,N47A2,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,8.3,-25.2
252,32,20072008,1,144,73472.77,75745.07,PAL,GEPE,AD 1E,N50,A2,N50A2,BIS,11/29/07,2007333,29,11/29/07,2007333,Yes,7.6,-25.5
253,33,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N56,A1,N56A1,BIS,12/3/07,2007337,33,12/3/07,2007337,Yes,8,-25.5
254,34,20072008,1,144,73472.77,62854.27,PAL,GEPE,AD 1E,N56,A2,N56A2,BIS,12/3/07,2007337,33,12/3/07,2007337,Yes,7.8,-25.7
255,35,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N2,A1,N2A1,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,7.9,-26.6
256,36,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N2,A2,N2A2,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,8,-26.9
257,37,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N4,A1,N4A1,BIS,11/2/08,2008307,2,11/2/08,2008307,Yes,8,-26.7
258,38,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N4,A2,N4A2,BIS,11/2/08,2008307,2,11/2/08,2008307,Yes,8.1,-26.8
259,39,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N5,A1,N5A1,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8,-26.7
260,40,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N5,A2,N5A2,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8.1,-26.8
263,43,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N7,A1,N7A1,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.4,-26.7
264,44,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N7,A2,N7A2,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.3,-26.8
265,45,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N8,A1,N8A1,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.5,-26.6
266,46,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N8,A2,N8A2,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.3,-26.8
269,49,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N12,A1,N12A1,BIS,11/2/08,2008307,2,11/2/08,2008307,Yes,8.5,-26.9
270,50,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N12,A2,N12A2,BIS,11/2/08,2008307,2,11/2/08,2008307,Yes,8.6,-26.7
271,51,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N13,A1,N13A1,BIS,11/4/08,2008309,4,11/6/08,2008311,Yes,8.4,-26.9
272,52,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N13,A2,N13A2,BIS,11/4/08,2008309,4,11/6/08,2008311,Yes,8.4,-26.8
273,53,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N14,A1,N14A1,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.5,-27
274,54,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N14,A2,N14A2,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.5,-26.6
275,55,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N15,A1,N15A1,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.5,-26.8
276,56,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N15,A2,N15A2,BIS,11/4/08,2008309,4,11/4/08,2008309,Yes,8.6,-26.8
277,57,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N16,A1,N16A1,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.6,-26.8
278,58,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N16,A2,N16A2,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.6,-26.7
279,59,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N17,A1,N17A1,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.5,-26.9
280,60,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N17,A2,N17A2,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.7,-26.8
281,61,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N18,A1,N18A1,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.7,-26.8
282,62,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N18,A2,N18A2,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.6,-26.8
283,63,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N19,A1,N19A1,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,8.6,-26.6
284,64,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N19,A2,N19A2,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,8.5,-26.8
285,65,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N20,A1,N20A1,BIS,11/4/08,2008309,4,11/6/08,2008311,Yes,8.6,-26.6
286,66,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N20,A2,N20A2,BIS,11/4/08,2008309,4,11/6/08,2008311,Yes,8.5,-26.7
287,67,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N51,A1,N51A1,BIS,11/9/08,2008314,15,11/15/08,2008320,Yes,8.2,-26.8
288,68,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N51,A2,N51A2,BIS,11/9/08,2008314,15,11/15/08,2008320,Yes,8.5,-26.7
289,69,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N53,A1,N53A1,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,8.6,-26.7
290,70,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N53,A2,N53A2,BIS,11/13/08,2008318,13,11/13/08,2008318,Yes,8.6,-26.7
291,71,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N54,A1,N54A1,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.5,-26.7
292,72,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N54,A2,N54A2,BIS,11/3/08,2008308,3,11/3/08,2008308,Yes,8.4,-26.7
293,73,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N55,A1,N55A1,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8.2,-26.7
294,74,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N55,A2,N55A2,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8.6,-26.6
295,75,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N56,A1,N56A1,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.5,-27
296,76,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N56,A2,N56A2,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.6,-26.7
297,77,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N58,A1,N58A1,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.4,-26.8
298,78,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N58,A2,N58A2,BIS,11/6/08,2008311,6,11/6/08,2008311,Yes,8.4,-26.8
299,79,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N60,A1,N60A1,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8.2,-26.7
300,80,20082009,2,117,60532.056,47148.46,PAL,GEPE,AD 1E,N60,A2,N60A2,BIS,11/9/08,2008314,9,11/9/08,2008314,Yes,8.2,-26.7
301,81,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N1,A1,N1A1,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,8.4,-26.3
302,82,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N1,A2,N1A2,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,8.3,-26.3
303,83,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N6,A1,N6A1,BIS,11/15/09,2009319,15,11/15/09,2009319,Yes,8.2,-26.2
304,84,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N6,A2,N6A2,BIS,11/15/09,2009319,15,11/15/09,2009319,Yes,8.2,-26.4
305,85,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N8,A1,N8A1,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.1,-26.2
306,86,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N8,A2,N8A2,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.3,-26.3
307,87,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N13,A1,N13A1,BIS,11/20/09,2009324,19,11/20/09,2009324,Yes,8.2,-26.2
308,88,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N13,A2,N13A2,BIS,11/20/09,2009324,19,11/20/09,2009324,Yes,8.2,-26.3
309,89,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N14,A1,N14A1,BIS,11/25/09,2009329,25,11/25/09,2009329,Yes,8.1,-26.2
310,90,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N14,A2,N14A2,BIS,11/25/09,2009329,25,11/25/09,2009329,Yes,8.3,-26.1
311,91,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N15,A1,N15A1,BIS,11/25/09,2009329,25,11/27/09,2009331,Yes,8.3,-26.1
312,92,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N15,A2,N15A2,BIS,11/25/09,2009329,25,11/27/09,2009331,Yes,8.4,-25.9
313,93,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N18,A1,N18A1,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8.2,-26.2
314,94,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N18,A2,N18A2,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8.8,-25.7
315,95,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N19,A1,N19A1,BIS,11/27/09,2009331,27,11/27/09,2009331,Yes,8.2,-26.2
316,96,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N19,A2,N19A2,BIS,11/27/09,2009331,27,11/27/09,2009331,Yes,8.3,-26.1
317,97,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N20,A1,N20A1,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,8,-26.1
318,98,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N20,A2,N20A2,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,7.9,-26
319,99,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N21,A1,N21A1,BIS,11/18/09,2009322,15,11/18/09,2009322,Yes,8.2,-26.1
320,100,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N21,A2,N21A2,BIS,11/18/09,2009322,15,11/18/09,2009322,Yes,8.2,-26.4
321,101,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N22,A1,N22A1,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.1,-26.2
322,102,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N22,A2,N22A2,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.3,-26.4
323,103,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N23,A1,N23A1,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,8.3,-26.2
324,104,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N23,A2,N23A2,BIS,11/18/09,2009322,18,11/18/09,2009322,Yes,8.7,-25.8
325,105,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N24,A1,N24A1,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8.3,-26.2
326,106,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N24,A2,N24A2,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8.3,-26.1
327,107,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N28,A1,N28A1,BIS,11/10/09,2009314,9,11/10/09,2009314,Yes,8.1,-26.4
328,108,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N28,A2,N28A2,BIS,11/10/09,2009314,9,11/10/09,2009314,Yes,8.4,-26.3
329,109,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N29,A1,N29A1,BIS,11/9/09,2009313,9,11/9/09,2009313,Yes,8.4,-26.4
330,110,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N29,A2,N29A2,BIS,11/9/09,2009313,9,11/9/09,2009313,Yes,8.5,-26.2
331,111,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N32,A1,N32A1,BIS,11/20/09,2009324,20,11/20/09,2009324,Yes,8.2,-26.2
332,112,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N32,A2,N32A2,BIS,11/20/09,2009324,20,11/20/09,2009324,Yes,8.3,-26.2
333,113,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N34,A1,N34A1,BIS,11/27/09,2009331,27,11/27/09,2009331,Yes,8.2,-26.1
334,114,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N34,A2,N34A2,BIS,11/27/09,2009331,27,11/27/09,2009331,Yes,8.8,-25.8
335,115,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N35,A1,N35A1,BIS,11/25/09,2009329,25,11/27/09,2009331,Yes,8.3,-26
336,116,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N35,A2,N35A2,BIS,11/25/09,2009329,25,11/27/09,2009331,Yes,8.1,-26.2
337,117,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N36,A1,N36A1,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8,-26.2
338,118,20092010,3,168,80582.44,136900.2,PAL,GEPE,AD 1E,N36,A2,N36A2,BIS,12/1/09,2009335,31,12/1/09,2009335,Yes,8.3,-25.9
341,121,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N39,A1,N39A1,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.4,-26.1
342,122,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N39,A2,N39A2,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.3,-26
343,123,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N43,A1,N43A1,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.2,-26.1
344,124,20092010,3,168,80582.44,157486.72,PAL,GEPE,AD 1E,N43,A2,N43A2,BIS,11/22/09,2009326,22,11/22/09,2009326,Yes,8.4,-26.2
